title,content
"南亞科匯損衝擊免驚？專家看好喊買記憶體 群聯飆漲停","台幣去年強勢升值，匯價飆至23年新高，不少電子業苦吞匯損，使Q4獲利大縮水。除了大立光、穩懋受到衝擊， DRAM廠南亞科8日公布2020年Q4匯兌不利影響營收2.3％，獲利大減，也反映在今日股價表現，不過分析師認為，記憶體大廠美光科技（Micron）及三星電子均可望交出亮眼財報，仍有機會帶動記憶體族群股價。  萬寶投顧總經理蔡明彰在東森財經節目《這！不是新聞》指出，一併看國際記憶體廠的法說會後，會發現美光、三星的財報同步報喜，不過南亞科去年EPS 2.5元，年減22％，創近7年新低，其中匯率吃掉EPS超過0.73元，也顯示匯損的嚴重程度。  不過蔡明彰認為，在記憶體供不應求，價格逐步上漲的狀況下，仍看好相關產業後市，以不考慮匯損的情況而言，南亞科今年EPS有機會挑戰5元，記憶體有機會掀起一波落後補漲潮，成為本周的盤面重點。 蔡明彰進一步指出，相關族群除了留意EPS，也可關注股價近一年的漲幅，而包含威剛、群聯、十銓、晶豪科，去年前3季EPS已超越2019年全年，Q4就算有匯損也不用太擔心，而旺宏、威剛、群聯近一年的漲幅，和華邦電的52％相比落後許多，有機會成為落後補漲焦點，直言群聯2020年有機會賺到3個資本額，威剛今年EPS上看7至8元，以目前價位來看本益比約10倍，不算貴。 ▼（圖／《這！不是新聞》） 美銀證券則指出，今年DRAM和NAND都將迎來強勁成長，加上資金行情推升記憶體股的評價想像，上修南亞科、群聯目標價，分別至120元、480元，為市場目前最高。 最後看至股價，群聯股價在8日拉尾盤後，今日盤中攻上377元漲停鎖住，威剛漲約4％，南亞科則受到獲利大減影響，下跌約5％。  ●投資理財有賺有賠，投資人決策時應審慎衡量風險，並就投資結果自行負責。 （封面圖／googlemap）"
"《熱門族群》20檔上月營收飆 股價發燙衝漲停","【時報-台北電】上市櫃2020年12月及全年營收今（11）日截止公告，據統計，至少已有20檔12月營收月增及年增雙增1倍以上，而其中，車王（1533）、全譜（6228）、商丞（8277）等股，午盤前均直奔漲停，另有晶心（6533）及旭暉應材（6698）等也齊步大漲。據CMoney統計，12月營收月增及年增雙雙超過1倍的個股約有20檔，包括逸達、基泰、全譜、皇鼎、富旺、全坤建、豐謙、亞昕、潤隆、中菲、合邦、益得、常珵、車王電、永利聯合、中興電、長聖、國建、保瑞、皇普、青雲、台微體、安克、益安等20檔。此外，12月營收年增逾1倍更高達86檔。上市櫃公司12月營收將於今日全數公告，營收表現成為近日影響盤面的重要因素。（新聞來源：工商即時 呂淑美）"
"外資看好定價策略首季發酵 晶技觸漲停創近20年高","（中央社記者鍾榮峰台北2021年1月13日電）外資法人看好石英元件大廠晶技 (3042) 定價策略從第1季開始發酵、帶動今年業績獲利續創新高。晶技今天走強，一度觸及漲停88.4元，創2001年4月下旬以來高點。亞系外資法人報告指出，晶技產品定價策略可望從今年首季發酵，溫度補償晶體振盪器（TCXO）、溫度感應石英晶體（TSX）等石英產品供給吃緊，但市場需求強勁，產品價格可望續揚。儘管晶技去年第4季業績基期高，不過，外資法人預期，今年第1季業績不淡，加上美系大廠5G智慧型手機對石英元件拉貨穩健，以及產品定價環境有利，估晶技首季業績僅較去年第4季下滑1成左右，單季有機會超過新台幣29億元，創同期新高，優於往年同期季減15%到20%幅度，晶技今年首季每股純益可逼近1.2元，單季獲利超過3.7億元，較去年同期成長45%以上。展望今年，外資法人預期，晶技今年石英元件產品平均銷售價格（ASP）成長可期，加上5G和Wi-Fi 6應用拉貨強勁，此外，也可續切入美系智慧型手機新品供應鏈，估今年業績和獲利可望逐季成長，全年業績目標可到新台幣125億元，較去年110.48億元成長13%到15%區間，稅後淨利可超過17.5億元，較去年估15億元成長2成以上，每股純益可超過5.6元，業績獲利續創歷史新高。晶技擬砸下人民幣1億元（約新台幣4.311億元）在中國大陸寧波設立新公司寧波晶創科技，除了整合車用石英元件產能，也鎖定電動車和先進駕駛輔助系統（ADAS）車用智能化應用。晶技積極布局車用石英元件，公司表示，目前車用產品占業績比重約5%，預估到2025年，相關占比目標提升到1成。展望今年資本支出，晶技預估，規模約新台幣10多億元，主要布局新石英晶體製程。今年初整體產能擴充幅度可到8%到10%。"
"《半導體》Q1不淡+今年樂觀 敦泰鎖漲停","【時報記者王逸芯台北報導】敦泰(3545)上季營收創下新高，連帶去年營收增長也達5成，2020年營運報喜，展望2021年，5G換機潮可期，敦泰也將力拚首季淡季不淡，今股價攻上漲停價106元鎖住。敦泰去年第4季營收為43.07億元，季增加12.88%，年增加53.43%，持續創下單季歷史新高紀錄；累計去年全年營收為138億元，年成長50.65%。敦泰認為，第1季儘管為產業傳統淡季，但由於客戶拉貨動能延續，因此，樂觀看好營運可望優於去年同期水準。展望2021年，全球看好5G換機潮，全年5G智慧機出貨量將會相較2020年逾翻倍，將帶動敦泰IDC、AMOLED觸控IC等產品線出貨續旺，故敦泰整體營運預期仍有明顯成長空間，據悉，目前客戶已經向敦泰預定後續至少三個月的訂單，也就是說，敦泰整體營運能見度已經看到第二季。目前全球半導體晶圓緊張，惟敦泰晶圓代工產能相對過往缺貨情形改善許多，加上敦泰晶圓代工價格調漲，已將成本反映給客戶，有利於敦泰營運動能，另外，敦泰2021年預計拿到的代工產能約增加10%，但仍要看能否多爭取代工產能去提升市佔才是關鍵，敦泰產能主要來自於力晶、台積電(2330)以及聯電(2303)。另外，先前也傳出敦泰順利搶下今年三星面板AMOLED觸控IC大單，三星旗艦新機Galaxy S21系列新機將在今晚揭曉，隨著三星今年在5G智慧機的積極態勢，也將有利於敦泰。"
"《熱門族群》陽明解禁衝漲停 長榮勁揚",【時報記者莊丙農台北報導】陽明(2609)今天恢復正常交易，股價漲停開出，長榮(2603)獲美系外資調高目標價，也以上漲5.7％開出，不過，由於近期航運股頻頻爆量，籌碼仍待沈澱，盤中呈現多空交戰。海運價格狂飆，陽明獲利大幅成長，股價去年12月起強噴，觸及處置交易的紅線，從12月30日5分鐘撮合交易，到1月5日起的20分鐘撮合交易，半個月來股價明顯降溫，從32.15元高點下跌到昨天低點，跌幅超過3成。在海運行情及陽明獲利今年持續看俏下，股價解封後一開盤衝上漲停，開盤半小時的成交張數已經達到14萬張，今年有機會挑戰去年12月29日的31.6萬張天量。在陽明天今天開高下，長榮同步呈現開高表現。美系外資在新出爐的報告指出，2021年貨櫃海運景氣展望，隨著供應吃緊及需求增加，將支撐超級周期的獲利能力，重申長榮「加碼」評等，並將目標價由36元調高至48元。昨日長榮也獲得外資奧援，買超長榮17536張，結束連四賣的情況。上周上海出口貨櫃SCFI綜合指數歐洲線報價小跌39美元，收4413美元/TEU，美西線小漲35美元，收4054美元/FEU，美東線小漲50美元，收4800美元/TEU，由於目前歐洲線運價高於美洲線甚多，法人認為可能有些航商調整航線使得歐洲線艙位增加所致。而在缺櫃情況尚未舒緩之前，運價大幅回跌機率不高。
"《大陸產業》今年首檔妖股 宜賓紙業連十根漲停","【時報-台北電】2021年A股市場第一檔妖股誕生，大陸紙製品生產商宜賓紙業19日股價收報漲停至人民幣（下同）21.26元，自6日來已連拉十根漲停板，股價累計飆漲135.7％，總市值從14.5億元暴增至37.61億元。據行業公開資料顯示，宜賓紙業主要生產紙杯原紙、新聞紙、衛生紙等，同時為用戶提供紙質包裝袋預訂服務。知名白酒業者五糧液為其大股東，持有44.87％股份。陸媒證券之星報導，宜賓紙業18日晚間再發風險提示公告指出，公司股票連續九個交易日漲停，（自2021年以來）累計漲幅已達134.59％，此期間公司基本面未發生改變，股價存在炒作風險，要投資者注意次級市場交易風險。這也是宜賓紙業1月以來第六次公告提示風險。在這份公告中，宜賓紙業強調，原料紙價上漲與大陸禁塑令政策對公司經營影響有限，經營業績改善存在重大不確定性。第一財經報導，宜賓紙業除了面臨原料上漲、2020年全年預虧9,800萬元等利空，近期還有人事異動。宜賓紙業5日公布，董事長易從、董事兼總經理王曉華雙雙遞出辭呈。二者任職逾十年，截至目前，該公司尚未揭露補選消息。但上述消息並不影響游資的掃貨熱情。wind數據顯示，1月6日起，宜賓紙業連九個交易日交易異動，買入該股的前五席位均來自於各券商營業部，且不乏宜賓當地資金。（新聞來源：工商時報─蘇崇愷／綜合報導）"
"貨櫃三雄股價回溫 陽明盤中觸及漲停","（中央社記者蔡芃敏台北2021年1月21日電）貨櫃三雄終結跌勢，今天股價回升，陽明 (2609) 一度觸及漲停價，長榮 (2603) 大漲逾9%。分析師指出，股價先前漲多修正，外資昨天大買貨櫃三雄，帶動相關個股回彈。外資昨天分別買超長榮和陽明4萬7716張、1萬8325張，位居買超排行冠、亞軍，另同步買超萬海1878張。貨櫃三雄今天股價走高，陽明一甩分盤交易陰霾，開高震盪，盤中觸及漲停價22.2元，長榮也有9%以上漲幅，來到33.4元，至10時53分，交易量分別來到27.2萬張與16.7萬張；萬海 (2615) 盤中漲3.6元，高點來到45.7元。分析師指出，外資昨天大買貨櫃航運股，且融資張數降低，籌碼較先前乾淨，帶動航運股股價今天回溫。市場預期貨櫃航運財報亮麗，投資人可持續關注股價在財報公布前後是否有正向表現。若財報開出好成績，但呈現利多不漲時，就得留意。展望今年海運表現，台驊控股 (2636) 董事長顏益財日前指出，經濟復甦，歐美庫存量仍低，帶動海運需求持續增加，且因疫苗運輸排擠空運貨物，部分貨品將會轉單至海運，認為今年上半年海運市場依舊熱絡。他認為，預計遠洋航線運價在今年第3季以前不會太差，有望維持高檔，不過，近洋線運價要維持高檔恐有難度。"
日本製鐵突襲式TOB、溢價4成；東京製鋼高掛漲停,"MoneyDJ新聞 2021-01-22 11:49:07 記者 蔡承啟 報導日本鋼鐵業龍頭日本製鐵(Nippon Steel、5401.JP)突襲式對東京製鋼(Tokyo Rope Mfg、5981.JP)實施TOB(股票公開買賣)、溢價高達4成，目標將持股比重提高至近2成，激勵東京製鋼今日股價高掛漲停。<BR> 日本製鐵21日於日股盤後發布新聞稿宣布，將對日本鋼絲/繩大廠東京製鋼實施TOB，目標將東京製鋼的持股比重自現行的9.91%提高至19.91%。日本製鐵指出，TOB價為每股1,500日圓，以東京製鋼1月21日收盤價1,072日圓計算、溢價達4成，TOB實施期限為1月22日-3月8日。<BR> 日本製鐵表示，會計劃對東京製鋼實施TOB，主要是因為東京製鋼業績低迷、加上企業治理體制存在問題，因此有必要加強對其營運的參與。東京製鋼會長田中重人已在任高達19年，且9位董事中、社外董事僅2人，日本製鐵認為，「缺乏獨立性、多樣性，無法達到監督營運團隊的效果」。<BR> 關於日本製鐵的TOB措施，東京製鋼21日盤後發布新聞稿表示，「日本製鐵在宣布TOB措施前、完全未事先告知東京製鋼，此為日本製鐵單方面且是突襲式的舉措。東京製鋼在細查相關內容後、會迅速公開自家的見解，呼籲股東們謹慎行事」。<BR> 根據MoneyDJ XQ全球贏家系統報價，今日開盤迄今、東京製鋼尚未有任何一筆成交紀錄出現。據日本媒體指出，目前東京製鋼買單價高達1,372日圓、較前一個交易日收盤價(1,072日圓)狂飆28%(漲300日圓)高掛漲停。<BR> 截至台北時間22日上午11點46分為止，日本製鐵重挫3.10%。<BR> ＊編者按：本文僅供參考之用，並不構成要約、招攬或邀請、誘使、任何不論種類或形式之申述或訂立任何建議及推薦，讀者務請運用個人獨立思考能力，自行作出投資決定，如因相關建議招致損失，概與《精實財經媒體》、編者及作者無涉。 資料來源-MoneyDJ理財網"
"〈焦點股〉遠距上班商機再起 宏碁飆漲停逾1.5萬張委買高掛","全球疫情仍未見降溫跡象，國內外多家大型企業也陸續要求員工在家上班，再度掀起遠距商機，品牌大廠宏碁 (2353-TW) 今 (27) 日盤中爆量強勢登上漲停，站回所有均線，逾 1.5 萬張委買高掛，此外，華碩 (2357-TW)、微星 (2377-TW) 及代工廠緯創 (3231-TW)、廣達 (2382-TW) 等，也都獲得買盤青睞。為因應防疫，國際大廠臉書、推特、微軟等陸續實施 WFH 措施，國內企業也相當緊張，就怕疫情波及產線，鴻海 (2317-TW) 日前啟動網格化分流上班，桃園跨區員工調整為在地廠區；台積電 (2330-TW) 也要求 1/6 至 1/19 出入過部桃的員工暫停進公司，改為居家辦公，包括仁寶、緯創、宏達電等大廠都升級防疫應變措施。遠距工作、教學需求升溫，讓電腦及周邊設備再度成為市場投資人焦點，宏碁盤中亮燈漲停，來到 26.4 元，創波段新高，截至中午成交量已爆出逾 18 萬張，約有 1.5 萬張掛漲停或市價排隊等著買。宏碁去年在美商用筆電以年增 119% 成長率優於業界平均值 63%，蟬聯前三大電腦品牌，消費筆電也拿下 30% 市占。展望今年，宏碁估上半年筆電需求仍供不應求，同時因應零組件缺料狀況，將積極備料，力拚今年筆電出貨逐月提升。品牌廠華碩同步獲買盤青睞，盤中漲逾 2%，最高來到 294 元，華碩自今年初即發動補漲行情，累計已上漲近 15%。華碩去年營收創 4 年來新高，由於今年第 1 季訂單需求仍相當強勁，因此陸續調漲顯示卡、主機板售價，最高達 20%。盤面上，電腦族群普遍表現不俗，包括電競筆電為主力的微星、技嘉，以及組裝代工廠仁寶、廣達，均吸引資金進駐，緯創、和碩、英業達盤中也都有超過 3% 的漲幅。"
"《電腦設備》宏碁爆18萬張天量 股價奔漲停","【時報-台北電】由於全球各地疫情持續擴散，居家辦公再度興起，遠距辦公題材股宏碁（2353）將是最大受惠股之一，除了去年獲利傳捷報外，今年持續成長；另外，轉投資的宏碁資訊（6690）日前在興櫃掛牌後股價直飆，最高衝上200元之上，外資近來積極加碼，持股比率上升至37％以上，今（27）日爆量攻上漲停26.4元。日前傳出宏碁商用筆電2020年蟬連美國市場前三大電腦品牌，2020年全年營收達2,770.85億元，年增18.27，金額寫下新高，且年成長率也是近年罕見新高。宏碁近期獲得外資持續逢低敲進持股，從去年12月中至今，累計加碼買超逾10萬張，今日開盤後股價直線拉高，不到9點20分就攻上漲停，隨後漲停開開關關，近11點半再度拉上漲停，成交量能超過18萬張，是2018年1月24日來約3年來最大量。（新聞來源：工商即時 呂淑美）"
"《熱門族群》電動車概念股最吸睛 4檔衝漲停","【時報-台北電】台股盤勢震盪，但電動車概念股今（27）日扮演盤面最強的族群，興櫃股有量（5233）、華德動能（2237）放閃，分別大漲24％、11％，上市櫃股中的乙盛-KY（5243）、車王電（1533）、錩新（2415）及同致（3552）同步奔漲停，貿聯-KY（3665）等均大漲4％以上。投資專家一致看好電動車題材，今年電動車題材在台達電、鴻海及裕隆集團等帶動，再加上美國總統拜登上任後能源政策有助電動車未來發展，預期電動車多頭題材可持續多年，建議逢低布局。電動車題材股相關概念股今日整體表現氣勢強，除了上述多檔個股大漲外，榮炭、高技、和大、智伸科、明基材、胡連、元山、英利-KY、和碩、健和興、飛宏、聯嘉、加百裕、亞光、廣華-KY、明安及光寶科等都大漲2～7％之間。（新聞來源：工商即時 呂淑美）"
"《電腦設備》宏碁掀爆買潮漲停 法人看好今年EPS破2元","【時報-台北電】NB概念股27日大反彈，PC OEM廠宏碁（2353）一早股價即開高走高，隨即亮燈漲停、攻上26.4元，來到近四個月高點， 直至收盤前還爆出逾4.5萬張的委買單高掛。在國內外疫情持續緊繃下，遠距／在家工作及線上教學的需求加速增溫，再帶動NB及PC周邊設備訂單不斷湧進，也讓電腦暨周邊設備產業再度成為市場投資人焦點，27日除了宏碁，包括華碩、微星、技嘉，及相關ODM廠如英業達、緯創、廣達及和碩等，股價全面翻紅。法人預期，NB品牌廠目前正處於產業景氣相對高峰期，能見度並已看到今年年中，雖供應鏈缺料帶來不確定性、並使得營收有短期走滑現象，但隨出貨動能向後遞延，預期後市營收將續維持高檔水位。法人預估宏碁2020及2021年稅後EPS都將有超過2元表現，今年度營收並能有個位數增幅、獲利達雙位數成長。（新聞來源：工商即時 翁毓嵐）"
"《半導體》外資拱千金 聯詠奔漲停","【時報記者王逸芯台北報導】聯詠(3034)法說報喜，去年營運登頂、且今年持續看好，亞系外資一口氣將目標價調升到1000元大關，聯詠今攻上漲停479元鎖住。聯詠去年每股大賺19.42元，創下歷史新高，亞系外資表示，聯詠去年創紀錄的毛利率、股東權益報酬率，將驅動下一波股價評等調升，看好今明兩年每股獲利強勁表現，預估今年將有大賺33.72元、明年更能上看40元的水準，將其目標價一口氣由630元調到1000元、給予買進評等。聯詠2020年全年合併營收799.56億元、年成長24.2%，改寫歷史新高水準，全年淨利為118.17億元、年增加14.78%，全年每股獲利為19.42元，直逼兩個股本的實力，也創下歷史新高。亞系外資指出，聯詠第一季營運持續強勁，季增加上看12%~16%，高於市場預期，主要來自於IT需求強勁， 將帶動聯詠所有產品線增長，預計首季毛利率將落在38%~41%，顯示聯詠毛利率處在一個成長的態勢，聯詠在未來3年毛利率將處於一個成長的軌道，幅度上看10個百分點。亞系外資表示，聯詠2021年對SoC業務的增長相當樂觀，更勝驅動IC，真正的原因在於新產品的成功和市場份額的增長，預計電視SoC、電源IC、監視和微型LED都將增長，甚至有希望打入iPad、Mac DDIC供應鏈。此外，亞系外資表示，晶圓產能轉向車用，對聯詠TDDI多少會有影響，但聯詠已確保了大部分需求。"
"《熱門族群》PPTC股新春開紅盤 聚鼎、富致高掛漲停","【時報-台北電】保護元件廠新春好彩頭，在年前全數繳出1月營收新高成績單，加上聚鼎（6224）合併TCLAD通過美國監管單位核准，第二季開始併表，開紅盤首日，聚鼎（6224）、富致（6642）開盤不到10分鐘，聯袂強攻漲停，三檔保護元件股中，已有二檔擠入百元俱樂部。聚鼎2020年7月宣布斥資2,600萬美元，收購德商漢高集團（Hankel）旗下子公司TCLAD所有資產及業務，該合併案業已經過CFIUS審查核准，合併進程步入收尾階段，聚鼎及TCLAD將自第二季開始編列合併報表，以TCLAD年營收規模估計，法人預估，TCLAD每月可望貢獻聚鼎逾億元營收。聚鼎為PPTC大廠，且為美系品牌供應鏈，由於機種設計的關係，2020年重回美系供應鏈懷抱，2021年陸資手機品牌大量啟用PPTC的設計，且各廠牌積極爭搶華為釋出的市場空缺，新聚鼎無論是在原來的本業或是合併TCLAD，均增營運動能，2021年可望突破往年約半個股本的獲利天險，寫下歷史新高紀錄。保護元件股自2020年開始業績、股價表現均強，由興勤（2428）首度擠進百元俱樂部，目前已直逼200元，不僅市值大增，也拉高保護元件類股比價空間，聚鼎伴隨合併利多，今早股價已創下歷史新高紀錄。（新聞來源：工商即時 李淑惠）"
"日月光投控股價鎖漲停創新高 帶動封測族群強漲","（中央社記者鍾榮峰台北2021年2月17日電）農曆春節長假期間日月光投控 (3711) 美股ADR大漲18.87%，日月光投控今天在台股開盤跳空鎖住漲停116元，委買量1.79萬張，也帶動封測族群強勢表態。農曆春節長假期間，日月光投控美國存託憑證（ADR）大漲18.87%，16日收在8.63美元，激勵日月光投控今天在台股現貨市場開盤跳空鎖住漲停116元，創投控掛牌以來新高價。日月光投控漲停，帶動封測族群強勢表態，構裝廠同欣電 (6271) 早盤最高來到224元，大漲6.92%；晶圓測試廠京元電 (2449) 最高來到40.95元，漲幅6.36%；IC封測廠超豐 (2441) 最高來到75.4元，大漲8.9%，創歷史新高；測試介面廠精測 (6510) 最高來到957元，漲6.33%。日月光投控今年業績可望逐季成長，其中第1季表現將是歷年同期最強，法人預估，單季業績、毛利率和獲利等表現不輸去年第4季。日月光投控全年打線產能持續短缺，集團正積極採購打線機台，預估今年增加約1800台；今年新系統級封裝（SiP）專案業績可超過4億美元續創新高；若以美元計價，今年全年封測成長目標是半導體邏輯晶片市場成長幅度的2倍。展望今年資本支出，日月光投控預估，今年機器設備資本支出不低於去年約17億美元水準，將比原先預期調高資本支出。法人預期，日月光投控今年整體業績拚超過新台幣5400億元，年成長14%再衝歷史新高，獲利目標超過300億元拚新高，每股稅後純益拚超過7元。"
"《半導體》連2根漲停 聯詠開紅盤再飆天價","【時報記者王逸芯台北報導】台股金牛年開紅盤，爆量大漲逾500點，IC設計股多頭點火，聯詠(3034)延續封關日漲停行情，今日開盤再度攻上漲停鎖住，以526元再創歷史新高。聯詠2020年在新冠肺炎疫情關係下，帶動居家辦公、遠距教學等趨勢盛行，帶動營收登峰全年合併營收799.56億元、年成長24.2%，寫下歷史新高，全年淨利為118.17億元、年增加49.07%，全年每股獲利為19.42元，直逼兩個股本的實力，也創下歷史新高。聯詠第一季將淡季不淡，預計第一季營收預計落在252億~260億元，季成長12.23~15.8%，毛利率落在38%~41%區間，營業利益率為22%~25%。展望2021年，聯詠依舊看好SoC相關產品動能，包括TV、安防等都有不錯的成長；Drive IC方面，因為面板產業現在需求佳，遠距需求帶動NB、平板等需求都不錯，今年大尺寸DDIC應該會持續成長。聯詠目前預估2021年訂單需求無虞，但最主要關鍵還是在緊張的晶圓供給上，是否可以滿足所有訂單需求，聯詠也會積極爭取更多的產能。日前就有外資看好聯詠今年在SoC業務的成長可期，包括新產品和市占率的增長，預計電視SoC、電源IC、監視和微型LED都將增長，甚至有希望打入iPad、Mac DDIC供應鏈，其目標價一口氣由630元調到1000元、給予買進評等。"
"《熱門族群》元月營收登頂 凱美、勤凱、聚鼎、富致齊攻漲停","【時報記者張漢綺台北報導】受惠於終端客戶需求強勁，鋁電容廠—凱美(2375)、導電漿廠—勤凱(4760)、保護元件廠-聚鼎(6224)及富致(6642)1月合併營收同步登頂，其中勤凱1月合併營收1.35億元，為連續5個月創下單月歷史新高，今天4家公司盤中股價亦聯袂亮燈漲停。遠距生活等終端應用及農曆年前備貨需求強勁，被動元件廠1月營收普遍表現亮眼，其中勤凱過去出貨主力為電容及電感導電漿，去年開始新增應用於電阻的導電銀漿產品，受惠於MLCC、晶片電阻、Molding Choke等被動元件需求大增，連帶相關導電漿料出貨高成長，勤凱1月合併營收達1.35億元，年成長66.81%，連續5個月創下單月歷史新高。在新產品部分，勤凱佈局半導體及LED封裝新市場，積極研發新奈米材料及石墨烯在EMI Shielding及散熱應用，期待開拓被動元件及太陽能以外市場應用。勤凱表示，由於被動元件整體拉貨力道續強，預期今年電容、電感及電阻出貨量將持續成長，且佈局太陽能產業有成，出貨規模持續增加，目前訂單需求仍高，預計農曆春節將提前開工生產，以因應市場需求。凱美1月合併營收為4.72億元，月增10.02%，年成長56.2%，創下單月歷史新高，凱美即將在2月併入旺詮，由於旺詮日前宣布農曆年後針對大中華區代理商調漲電阻價格15%，隨著旺詮晶片電阻價格調漲，且今年春節員工留任率近70%，凱美預估，第1季業績將較去年同期顯著成長。聚鼎1月合併營收為2.03億元，年成長59.08%，首度站上2億元，創下單月歷史新高。聚鼎於2020年7月宣布斥資2600萬美元收購德商漢高集團(Hankel)旗下子公司TCLAD所有資產及業務，聚鼎於2月16日代子公司公告—向Henkel收購其TCLAD部門之資產及營業經美國外國投資委員會審查通過，預計於110年第2季進行交割。聚鼎公告指出，合併TCLAD後，預計可達到乾式及濕式製程的技術互補及共同研發平台，取得客戶通路，切入新市場(如：國防航太供應鏈等)，提升競爭力及經營績效；如在交割整合後發揮綜效，對每股淨值及每股盈餘有正面影響。"
